object_id,form,line_number,description,value,variable_name,xpath,in_group,group_name,group_index
201533089349301428,ReturnHeader,,,% CHRIS BOUDREAUX,returnheader990x_part_i.Flr_InCrOfNm,/ReturnHeader/Filer/InCareOfNm,False,,
201533089349301428,ReturnHeader,,,SUTT,returnheader990x_part_i.Flr_BsnssNmCntrlTxt,/ReturnHeader/Filer/BusinessNameControlTxt,False,,
201533089349301428,ReturnHeader,,,9162866665,returnheader990x_part_i.Flr_PhnNm,/ReturnHeader/Filer/PhoneNum,False,,
201533089349301428,ReturnHeader,,Address line 1,PO BOX 160727,returnheader990x_part_i.USAddrss_AddrssLn1Txt,/ReturnHeader/Filer/USAddress/AddressLine1Txt,False,,
201533089349301428,ReturnHeader,,City,SACRAMENTO,returnheader990x_part_i.USAddrss_CtyNm,/ReturnHeader/Filer/USAddress/CityNm,False,,
201533089349301428,ReturnHeader,,State,CA,returnheader990x_part_i.USAddrss_SttAbbrvtnCd,/ReturnHeader/Filer/USAddress/StateAbbreviationCd,False,,
201533089349301428,ReturnHeader,,ZIP code,95816,returnheader990x_part_i.USAddrss_ZIPCd,/ReturnHeader/Filer/USAddress/ZIPCd,False,,
201533089349301428,ReturnHeader,,,Paige Terra,returnheader990x_part_i.BsnssOffcr_PrsnNm,/ReturnHeader/BusinessOfficerGrp/PersonNm,False,,
201533089349301428,ReturnHeader,,,CFO,returnheader990x_part_i.BsnssOffcr_PrsnTtlTxt,/ReturnHeader/BusinessOfficerGrp/PersonTitleTxt,False,,
201533089349301428,ReturnHeader,,,9162866665,returnheader990x_part_i.BsnssOffcr_PhnNm,/ReturnHeader/BusinessOfficerGrp/PhoneNum,False,,
201533089349301428,ReturnHeader,,,2015-11-02,returnheader990x_part_i.BsnssOffcr_SgntrDt,/ReturnHeader/BusinessOfficerGrp/SignatureDt,False,,
201533089349301428,ReturnHeader,,,true,returnheader990x_part_i.BsnssOffcr_DscssWthPdPrprrInd,/ReturnHeader/BusinessOfficerGrp/DiscussWithPaidPreparerInd,False,,
201533089349301428,ReturnHeader,,,DEBRA HEISKALA,returnheader990x_part_i.PrprrPrsn_PrprrPrsnNm,/ReturnHeader/PreparerPersonGrp/PreparerPersonNm,False,,
201533089349301428,ReturnHeader,,,P00649485,returnheader990x_part_i.PrprrPrsn_PTIN,/ReturnHeader/PreparerPersonGrp/PTIN,False,,
201533089349301428,ReturnHeader,,,8585357200,returnheader990x_part_i.PrprrPrsn_PhnNm,/ReturnHeader/PreparerPersonGrp/PhoneNum,False,,
201533089349301428,ReturnHeader,,,2014,returnheader990x_part_i.RtrnHdr_TxYr,/ReturnHeader/TaxYr,False,,
201533089349301428,ReturnHeader,None,None,2016-04-25 22:37:26Z,,/ReturnHeader/BuildTS,False,,
201533089349301428,IRS990,F,Name of principal officer - Person,JAMES CONFORTI,part_0.PrncplOffcrNm,/IRS990/PrincipalOfficerNm,False,,
201533089349301428,IRS990,F,Address of principal officer - US; Address line 1,PO BOX 160727,part_0.USAddrss_AddrssLn1Txt,/IRS990/USAddress/AddressLine1Txt,False,,
201533089349301428,IRS990,F,Address of principal officer - US; City,SACRAMENTO,part_0.USAddrss_CtyNm,/IRS990/USAddress/CityNm,False,,
201533089349301428,IRS990,F,Address of principal officer - US; State,CA,part_0.USAddrss_SttAbbrvtnCd,/IRS990/USAddress/StateAbbreviationCd,False,,
201533089349301428,IRS990,F,Address of principal officer - US; ZIP code,95816,part_0.USAddrss_ZIPCd,/IRS990/USAddress/ZIPCd,False,,
201533089349301428,IRS990,G,Gross receipts,1956012898,part_0.GrssRcptsAmt,/IRS990/GrossReceiptsAmt,False,,
201533089349301428,IRS990,H(a),Group return for affiliates?,false,part_0.GrpRtrnFrAffltsInd,/IRS990/GroupReturnForAffiliatesInd,False,,
201533089349301428,IRS990,I,Indicates a 501(c)(3) organization,X,part_0.Orgnztn501c3Ind,/IRS990/Organization501c3Ind,False,,
201533089349301428,IRS990,J,Web site,WWW.SUTTERHEALTH.ORG,part_0.WbstAddrssTxt,/IRS990/WebsiteAddressTxt,False,,
201533089349301428,IRS990,K,Type of organization - corporation,X,part_0.OfOrgnztnCrpInd,/IRS990/TypeOfOrganizationCorpInd,False,,
201533089349301428,IRS990,L,Year of formation,1935,part_0.FrmtnYr,/IRS990/FormationYr,False,,
201533089349301428,IRS990,M,State of legal domicile,CA,part_0.LglDmclSttCd,/IRS990/LegalDomicileStateCd,False,,
201533089349301428,IRS990,Part I Line 1,Activity or mission description,SEE SCHEDULE O,part_i.ActvtyOrMssnDsc,/IRS990/ActivityOrMissionDesc,False,,
201533089349301428,IRS990,Part I Line 3,Number voting members governing body,17,part_i.VtngMmbrsGvrnngBdyCnt,/IRS990/VotingMembersGoverningBodyCnt,False,,
201533089349301428,IRS990,Part I Line 4,Number independent voting members,11,part_i.VtngMmbrsIndpndntCnt,/IRS990/VotingMembersIndependentCnt,False,,
201533089349301428,IRS990,Part I Line 5,total Number employees,9722,part_i.TtlEmplyCnt,/IRS990/TotalEmployeeCnt,False,,
201533089349301428,IRS990,Part I Line 6,Total number volunteers,1141,part_i.TtlVlntrsCnt,/IRS990/TotalVolunteersCnt,False,,
201533089349301428,IRS990,Part I Line 7a,Total gross UBI,2606709,part_i.TtlGrssUBIAmt,/IRS990/TotalGrossUBIAmt,False,,
201533089349301428,IRS990,Part I Line 7b,Net unrelated business taxable income,0,part_i.NtUnrltdBsTxblIncmAmt,/IRS990/NetUnrelatedBusTxblIncmAmt,False,,
201533089349301428,IRS990,Part I Line 8,Contributions and grants - prior year,8201030,part_i.PYCntrbtnsGrntsAmt,/IRS990/PYContributionsGrantsAmt,False,,
201533089349301428,IRS990,Part I Line 8,Contributions and grants - current year,11938059,part_i.CYCntrbtnsGrntsAmt,/IRS990/CYContributionsGrantsAmt,False,,
201533089349301428,IRS990,Part I Line 9,Program service revenue - prior year,1873497794,part_i.PYPrgrmSrvcRvnAmt,/IRS990/PYProgramServiceRevenueAmt,False,,
201533089349301428,IRS990,Part I Line 9,Program service revenue - current year,1935783239,part_i.CYPrgrmSrvcRvnAmt,/IRS990/CYProgramServiceRevenueAmt,False,,
201533089349301428,IRS990,Part I Line 10,Investment income - prior year,588430,part_i.PYInvstmntIncmAmt,/IRS990/PYInvestmentIncomeAmt,False,,
201533089349301428,IRS990,Part I Line 10,Investment income - current year,3481561,part_i.CYInvstmntIncmAmt,/IRS990/CYInvestmentIncomeAmt,False,,
201533089349301428,IRS990,Part I Line 11,Other revenue - prior year,2340647,part_i.PYOthrRvnAmt,/IRS990/PYOtherRevenueAmt,False,,
201533089349301428,IRS990,Part I Line 11,Other revenue - current year,3552356,part_i.CYOthrRvnAmt,/IRS990/CYOtherRevenueAmt,False,,
201533089349301428,IRS990,Part I Line 12,Total revenue - prior year,1884627901,part_i.PYTtlRvnAmt,/IRS990/PYTotalRevenueAmt,False,,
201533089349301428,IRS990,Part I Line 12,Total revenue - current year,1954755215,part_i.CYTtlRvnAmt,/IRS990/CYTotalRevenueAmt,False,,
201533089349301428,IRS990,Part I Line 13,Grants and similar amounts - prior year,5127958,part_i.PYGrntsAndSmlrPdAmt,/IRS990/PYGrantsAndSimilarPaidAmt,False,,
201533089349301428,IRS990,Part I Line 13,Grants and similar amounts - current year,4149472,part_i.CYGrntsAndSmlrPdAmt,/IRS990/CYGrantsAndSimilarPaidAmt,False,,
201533089349301428,IRS990,Part I Line 14,Benefits paid to members - prior year,0,part_i.PYBnftsPdTMmbrsAmt,/IRS990/PYBenefitsPaidToMembersAmt,False,,
201533089349301428,IRS990,Part I Line 14,Benefits paid to members - current year,0,part_i.CYBnftsPdTMmbrsAmt,/IRS990/CYBenefitsPaidToMembersAmt,False,,
201533089349301428,IRS990,Part I Line 15,"Salaries, etc - prior year",891327486,part_i.PYSlrsCmpEmpBnftPdAmt,/IRS990/PYSalariesCompEmpBnftPaidAmt,False,,
201533089349301428,IRS990,Part I Line 15,"Salaries, etc - current year",889426297,part_i.CYSlrsCmpEmpBnftPdAmt,/IRS990/CYSalariesCompEmpBnftPaidAmt,False,,
201533089349301428,IRS990,Part I Line 16a,Total professional fundraising expense - prior year,0,part_i.PYTtlPrfFndrsngExpnsAmt,/IRS990/PYTotalProfFndrsngExpnsAmt,False,,
201533089349301428,IRS990,Part I Line 16a,Total professional fundraising expense - current year,0,part_i.CYTtlPrfFndrsngExpnsAmt,/IRS990/CYTotalProfFndrsngExpnsAmt,False,,
201533089349301428,IRS990,Part I Line 16b,Total fundraising expense - current year,0,part_i.CYTtlFndrsngExpnsAmt,/IRS990/CYTotalFundraisingExpenseAmt,False,,
201533089349301428,IRS990,Part I Line 17,Other expenses - prior year,839560221,part_i.PYOthrExpnssAmt,/IRS990/PYOtherExpensesAmt,False,,
201533089349301428,IRS990,Part I Line 17,Other expenses - current year,871558764,part_i.CYOthrExpnssAmt,/IRS990/CYOtherExpensesAmt,False,,
201533089349301428,IRS990,Part I Line 18,Total Expenses - prior year,1736015665,part_i.PYTtlExpnssAmt,/IRS990/PYTotalExpensesAmt,False,,
201533089349301428,IRS990,Part I Line 18,Total Expenses - current year,1765134533,part_i.CYTtlExpnssAmt,/IRS990/CYTotalExpensesAmt,False,,
201533089349301428,IRS990,Part I Line 19,Revenues less expenses - prior year,148612236,part_i.PYRvnsLssExpnssAmt,/IRS990/PYRevenuesLessExpensesAmt,False,,
201533089349301428,IRS990,Part I Line 19,Revenues less expenses - current year,189620682,part_i.CYRvnsLssExpnssAmt,/IRS990/CYRevenuesLessExpensesAmt,False,,
201533089349301428,IRS990,Part I Line 20,"Total Assets, BOY",1738079830,part_i.TtlAsstsBOYAmt,/IRS990/TotalAssetsBOYAmt,False,,
201533089349301428,IRS990,Part I Line 20,"Total Assets, EOY",1866955706,part_i.TtlAsstsEOYAmt,/IRS990/TotalAssetsEOYAmt,False,,
201533089349301428,IRS990,Part I Line 21,"Total Liabilities, BOY",1255476921,part_i.TtlLbltsBOYAmt,/IRS990/TotalLiabilitiesBOYAmt,False,,
201533089349301428,IRS990,Part I Line 21,"Total Liabilities, EOY",1199059743,part_i.TtlLbltsEOYAmt,/IRS990/TotalLiabilitiesEOYAmt,False,,
201533089349301428,IRS990,Part I Line 22,"Net Assets or Fund Balances, BOY",482602909,part_i.NtAsstsOrFndBlncsBOYAmt,/IRS990/NetAssetsOrFundBalancesBOYAmt,False,,
201533089349301428,IRS990,Part I Line 22,"Net Assets or Fund Balances, EOY",667895963,part_i.NtAsstsOrFndBlncsEOYAmt,/IRS990/NetAssetsOrFundBalancesEOYAmt,False,,
201533089349301428,IRS990,Part III,Schedule O contains a response to a question in Part III,X,part_iii.InfInSkdOPrtIIIInd,/IRS990/InfoInScheduleOPartIIIInd,False,,
201533089349301428,IRS990,Part III Line 1,Mission description,SEE SCHEDULE O,part_iii.MssnDsc,/IRS990/MissionDesc,False,,
201533089349301428,IRS990,Part III Line 2,Significant new program services?,false,part_iii.SgnfcntNwPrgrmSrvcInd,/IRS990/SignificantNewProgramSrvcInd,False,,
201533089349301428,IRS990,Part III Line 3,Significant change?,false,part_iii.SgnfcntChngInd,/IRS990/SignificantChangeInd,False,,
201533089349301428,IRS990,Part III Line 4a,Expense,1608656855,part_iii.ExpnsAmt,/IRS990/ExpenseAmt,False,,
201533089349301428,IRS990,Part III Line 4a,Grants,4149472,part_iii.GrntAmt,/IRS990/GrantAmt,False,,
201533089349301428,IRS990,Part III Line 4a,Revenue,1935783239,part_iii.RvnAmt,/IRS990/RevenueAmt,False,,
201533089349301428,IRS990,Part III Line 4a,Description,SEE SCHEDULE O,part_iii.Dsc,/IRS990/Desc,False,,
201533089349301428,IRS990,Part III Line 4e,Total program service expense,1608656855,part_iii.TtlPrgrmSrvcExpnssAmt,/IRS990/TotalProgramServiceExpensesAmt,False,,
201533089349301428,IRS990,Part IV Line 1,Described in 501(c)(3)?,true,part_iv.DscrbdInSctn501c3Ind,/IRS990/DescribedInSection501c3Ind,False,,
201533089349301428,IRS990,Part IV Line 2,Schedule B required?,true,part_iv.SkdBRqrdInd,/IRS990/ScheduleBRequiredInd,False,,
201533089349301428,IRS990,Part IV Line 3,Political activities?,false,part_iv.PltclCmpgnActyInd,/IRS990/PoliticalCampaignActyInd,False,,
201533089349301428,IRS990,Part IV Line 4,Lobbying activities?,true,part_iv.LbbyngActvtsInd,/IRS990/LobbyingActivitiesInd,False,,
201533089349301428,IRS990,Part IV Line 5,Subject to proxy tax?,false,part_iv.SbjctTPrxyTxInd,/IRS990/SubjectToProxyTaxInd,False,,
201533089349301428,IRS990,Part IV Line 6,Donor advised funds?,false,part_iv.DnrAdvsdFndInd,/IRS990/DonorAdvisedFundInd,False,,
201533089349301428,IRS990,Part IV Line 7,Conservation easements?,false,part_iv.CnsrvtnEsmntsInd,/IRS990/ConservationEasementsInd,False,,
201533089349301428,IRS990,Part IV Line 8,Collections of art?,false,part_iv.CllctnsOfArtInd,/IRS990/CollectionsOfArtInd,False,,
201533089349301428,IRS990,Part IV Line 9,Credit counseling?,false,part_iv.CrdtCnslngInd,/IRS990/CreditCounselingInd,False,,
201533089349301428,IRS990,Part IV Line 10,Term or permanent endowments?,true,part_iv.TmpOrPrmnntEndwmntsInd,/IRS990/TempOrPermanentEndowmentsInd,False,,
201533089349301428,IRS990,Part IV Line 11a,"Balance sheet land, buildings, equipment amounts reported?",true,part_iv.RprtLndBldngEqpmntInd,/IRS990/ReportLandBuildingEquipmentInd,False,,
201533089349301428,IRS990,Part IV Line 11b,Balance sheet investments - other securities amounts reported?,false,part_iv.RprtInvstmntsOthrScInd,/IRS990/ReportInvestmentsOtherSecInd,False,,
201533089349301428,IRS990,Part IV Line 11c,Balance sheet investments - program related amounts reported?,false,part_iv.RprtPrgrmRltdInvstInd,/IRS990/ReportProgramRelatedInvstInd,False,,
201533089349301428,IRS990,Part IV Line 11d,Balance sheet other assets amounts reported?,true,part_iv.RprtOthrAsstsInd,/IRS990/ReportOtherAssetsInd,False,,
201533089349301428,IRS990,Part IV Line 11e,Balance sheet other liabilities amounts reported?,true,part_iv.RprtOthrLbltsInd,/IRS990/ReportOtherLiabilitiesInd,False,,
201533089349301428,IRS990,Part IV Line 11f,Balance sheet footnote for liability under FIN 48?,true,part_iv.IncldFIN48FtntInd,/IRS990/IncludeFIN48FootnoteInd,False,,
201533089349301428,IRS990,Part IV Line 12a,Independent audited financial statements?,false,part_iv.IndpndntAdtFnclStmtInd,/IRS990/IndependentAuditFinclStmtInd,False,,
201533089349301428,IRS990,Part IV Line 12b,Consolidated audited financial statement?,true,part_iv.CnsldtdAdtFnclStmtInd,/IRS990/ConsolidatedAuditFinclStmtInd,False,,
201533089349301428,IRS990,Part IV Line 13,School?,false,part_iv.SchlOprtngInd,/IRS990/SchoolOperatingInd,False,,
201533089349301428,IRS990,Part IV Line 14a,Foreign office?,false,part_iv.FrgnOffcInd,/IRS990/ForeignOfficeInd,False,,
201533089349301428,IRS990,Part IV Line 14b,"Foreign activities, etc?",false,part_iv.FrgnActvtsInd,/IRS990/ForeignActivitiesInd,False,,
201533089349301428,IRS990,Part IV Line 15,"More than $5000 to organizations Part IX, line 3?",false,part_iv.MrThn5000KTOrgInd,/IRS990/MoreThan5000KToOrgInd,False,,
201533089349301428,IRS990,Part IV Line 16,"More than $5000 to individuals Part IX, line 3?",false,part_iv.MrThn5000KTIndvdlsInd,/IRS990/MoreThan5000KToIndividualsInd,False,,
201533089349301428,IRS990,Part IV Line 17,Professional fundraising?,false,part_iv.PrfssnlFndrsngInd,/IRS990/ProfessionalFundraisingInd,False,,
201533089349301428,IRS990,Part IV Line 18,Fundraising activities?,true,part_iv.FndrsngActvtsInd,/IRS990/FundraisingActivitiesInd,False,,
201533089349301428,IRS990,Part IV Line 19,Gaming?,false,part_iv.GmngActvtsInd,/IRS990/GamingActivitiesInd,False,,
201533089349301428,IRS990,Part IV Line 20a,Hospital?,true,part_iv.OprtHsptlInd,/IRS990/OperateHospitalInd,False,,
201533089349301428,IRS990,Part IV Line 20b,Audited financial statement attached?,true,part_iv.AdtdFnnclStmtAttInd,/IRS990/AuditedFinancialStmtAttInd,False,,
201533089349301428,IRS990,Part IV Line 21,Grants to organizations?,true,part_iv.GrntsTOrgnztnsInd,/IRS990/GrantsToOrganizationsInd,False,,
201533089349301428,IRS990,Part IV Line 22,Grants to individuals?,false,part_iv.GrntsTIndvdlsInd,/IRS990/GrantsToIndividualsInd,False,,
201533089349301428,IRS990,Part IV Line 23,"Part VII, Lines 3, 4, or 5 = ""Yes""?",true,part_iv.SkdJRqrdInd,/IRS990/ScheduleJRequiredInd,False,,
201533089349301428,IRS990,Part IV Line 24a,Tax exempt bonds?,true,part_iv.TxExmptBndsInd,/IRS990/TaxExemptBondsInd,False,,
201533089349301428,IRS990,Part IV Line 24b,Investment income?,false,part_iv.InvstTxExmptBndsInd,/IRS990/InvestTaxExemptBondsInd,False,,
201533089349301428,IRS990,Part IV Line 24c,Escrow account?,false,part_iv.EscrwAccntInd,/IRS990/EscrowAccountInd,False,,
201533089349301428,IRS990,Part IV Line 24d,On behalf of issuer?,false,part_iv.OnBhlfOfIssrInd,/IRS990/OnBehalfOfIssuerInd,False,,
201533089349301428,IRS990,Part IV Line 25a,Excess benefit transaction?,false,part_iv.EnggdInExcssBnftTrnsInd,/IRS990/EngagedInExcessBenefitTransInd,False,,
201533089349301428,IRS990,Part IV Line 25b,Prior excess benefit transaction?,false,part_iv.PYExcssBnftTrnsInd,/IRS990/PYExcessBenefitTransInd,False,,
201533089349301428,IRS990,Part IV Line 26,Loan to officer or DQP?,false,part_iv.LnOtstndngInd,/IRS990/LoanOutstandingInd,False,,
201533089349301428,IRS990,Part IV Line 27,Grant to related person?,false,part_iv.GrntTRltdPrsnInd,/IRS990/GrantToRelatedPersonInd,False,,
201533089349301428,IRS990,Part IV Line 28a,Business relationship with organization?,false,part_iv.BsnssRlnWthOrgMmInd,/IRS990/BusinessRlnWithOrgMemInd,False,,
201533089349301428,IRS990,Part IV Line 28b,Business relationship thru family member?,true,part_iv.BsnssRlnWthFmMmInd,/IRS990/BusinessRlnWithFamMemInd,False,,
201533089349301428,IRS990,Part IV Line 28c,"Officer, etc. of entity with business relationship?",true,part_iv.BsnssRlnWthOffcrEntInd,/IRS990/BusinessRlnWithOfficerEntInd,False,,
201533089349301428,IRS990,Part IV Line 29,Deductible non-cash contributions?,true,part_iv.DdctblNnCshCntrInd,/IRS990/DeductibleNonCashContriInd,False,,
201533089349301428,IRS990,Part IV Line 30,"Deductible contributions of art, etc?",false,part_iv.DdctblArtCntrbtnInd,/IRS990/DeductibleArtContributionInd,False,,
201533089349301428,IRS990,Part IV Line 31,Terminated?,false,part_iv.TrmntOprtnsInd,/IRS990/TerminateOperationsInd,False,,
201533089349301428,IRS990,Part IV Line 32,Partial liquidation?,false,part_iv.PrtlLqdtnInd,/IRS990/PartialLiquidationInd,False,,
201533089349301428,IRS990,Part IV Line 33,Disregarded entity?,false,part_iv.DsrgrddEnttyInd,/IRS990/DisregardedEntityInd,False,,
201533089349301428,IRS990,Part IV Line 34,Related entity?,true,part_iv.RltdEnttyInd,/IRS990/RelatedEntityInd,False,,
201533089349301428,IRS990,Part IV Line 35a,Related organization a controlled entity?,true,part_iv.RltdOrgnztnCtrlEntInd,/IRS990/RelatedOrganizationCtrlEntInd,False,,
201533089349301428,IRS990,Part IV Line 35b,Payment from or engage in transaction with a controlled entity?,true,part_iv.TrnsctnWthCntrlEntInd,/IRS990/TransactionWithControlEntInd,False,,
201533089349301428,IRS990,Part IV Line 36,Any transfers to exempt non-charitable org?,false,part_iv.TrnsfrExmptNnChrtblRltdOrgInd,/IRS990/TrnsfrExmptNonChrtblRltdOrgInd,False,,
201533089349301428,IRS990,Part IV Line 37,Activities conducted thru partnership?,false,part_iv.ActvtsCndctdPrtshpInd,/IRS990/ActivitiesConductedPrtshpInd,False,,
201533089349301428,IRS990,Part IV Line 38,Governing body and public disclosure explained in Schedule O?,true,part_iv.SkdORqrdInd,/IRS990/ScheduleORequiredInd,False,,
201533089349301428,IRS990,Part V Line 1a,Number forms transmitted with 1096,894,part_v.IRPDcmntCnt,/IRS990/IRPDocumentCnt,False,,
201533089349301428,IRS990,Part V Line 1b,Number W-2Gs included in 1a,0,part_v.IRPDcmntW2GCnt,/IRS990/IRPDocumentW2GCnt,False,,
201533089349301428,IRS990,Part V Line 1c,Compliance with backup witholding?,true,part_v.BckpWthldCmplncInd,/IRS990/BackupWthldComplianceInd,False,,
201533089349301428,IRS990,Part V Line 2a,Number of employees,9722,part_v.EmplyCnt,/IRS990/EmployeeCnt,False,,
201533089349301428,IRS990,Part V Line 2b,Employment tax returns filed?,true,part_v.EmplymntTxRtrnsFldInd,/IRS990/EmploymentTaxReturnsFiledInd,False,,
201533089349301428,IRS990,Part V Line 3a,Unrelated business income?,true,part_v.UnrltdBsIncmOvrLmtInd,/IRS990/UnrelatedBusIncmOverLimitInd,False,,
201533089349301428,IRS990,Part V Line 3b,Form 990-T filed?,true,part_v.Frm990TFldInd,/IRS990/Form990TFiledInd,False,,
201533089349301428,IRS990,Part V Line 4a,Foreign financial account?,false,part_v.FrgnFnnclAccntInd,/IRS990/ForeignFinancialAccountInd,False,,
201533089349301428,IRS990,Part V Line 5a,Prohibited tax shelter transaction?,false,part_v.PrhbtdTxShltrTrnsInd,/IRS990/ProhibitedTaxShelterTransInd,False,,
201533089349301428,IRS990,Part V Line 5b,Taxable party notification?,false,part_v.TxblPrtyNtfctnInd,/IRS990/TaxablePartyNotificationInd,False,,
201533089349301428,IRS990,Part V Line 6a,Non-deductible contributions?,false,part_v.NnddctblCntrbtnsInd,/IRS990/NondeductibleContributionsInd,False,,
201533089349301428,IRS990,Part V Line 7a,Quid pro quo contributions?,true,part_v.QdPrQCntrbtnsInd,/IRS990/QuidProQuoContributionsInd,False,,
201533089349301428,IRS990,Part V Line 7b,Quid pro quo disclosure?,true,part_v.QdPrQCntrDsclInd,/IRS990/QuidProQuoContriDisclInd,False,,
201533089349301428,IRS990,Part V Line 7c,Form 8282 property disposed of?,false,part_v.Frm8282PrprtyDspsdOfInd,/IRS990/Form8282PropertyDisposedOfInd,False,,
201533089349301428,IRS990,Part V Line 7e,Funds to pay premiums?,false,part_v.RcvFndsTPyPrsnlBnftCntrctInd,/IRS990/RcvFndsToPayPrsnlBnftCntrctInd,False,,
201533089349301428,IRS990,Part V Line 7f,Premiums paid?,false,part_v.PyPrmmsPrsnlBnftCntrctInd,/IRS990/PayPremiumsPrsnlBnftCntrctInd,False,,
201533089349301428,IRS990,Part V Line 14a,Payments received for indoor tanning services?,false,part_v.IndrTnnngSrvcsInd,/IRS990/IndoorTanningServicesInd,False,,
201533089349301428,IRS990,Part VI,Schedule O contains a response to a question in Part VI,X,part_vi.InfInSkdOPrtVIInd,/IRS990/InfoInScheduleOPartVIInd,False,,
201533089349301428,IRS990,Part VI Section A Line 1a,Number of voting governing body members,17,part_vi.GvrnngBdyVtngMmbrsCnt,/IRS990/GoverningBodyVotingMembersCnt,False,,
201533089349301428,IRS990,Part VI Section A Line 1b,Number of independent voting members,11,part_vi.IndpndntVtngMmbrCnt,/IRS990/IndependentVotingMemberCnt,False,,
201533089349301428,IRS990,Part VI Section A Line 2,Family or business relationship?,false,part_vi.FmlyOrBsnssRlnInd,/IRS990/FamilyOrBusinessRlnInd,False,,
201533089349301428,IRS990,Part VI Section A Line 3,Delegation of management duties?,false,part_vi.DlgtnOfMgmtDtsInd,/IRS990/DelegationOfMgmtDutiesInd,False,,
201533089349301428,IRS990,Part VI Section A Line 4,Changes to organizing docs?,false,part_vi.ChngTOrgDcmntsInd,/IRS990/ChangeToOrgDocumentsInd,False,,
201533089349301428,IRS990,Part VI Section A Line 5,Material diversion or misuse?,false,part_vi.MtrlDvrsnOrMssInd,/IRS990/MaterialDiversionOrMisuseInd,False,,
201533089349301428,IRS990,Part VI Section A Line 6,Members or stockholders?,true,part_vi.MmbrsOrStckhldrsInd,/IRS990/MembersOrStockholdersInd,False,,
201533089349301428,IRS990,Part VI Section A Line 7a,election of board members?,true,part_vi.ElctnOfBrdMmbrsInd,/IRS990/ElectionOfBoardMembersInd,False,,
201533089349301428,IRS990,Part VI Section A Line 7b,decisions subject to approval?,true,part_vi.DcsnsSbjctTApprvInd,/IRS990/DecisionsSubjectToApprovaInd,False,,
201533089349301428,IRS990,Part VI Section A Line 8a,Minutes of governing body?,true,part_vi.MntsOfGvrnngBdyInd,/IRS990/MinutesOfGoverningBodyInd,False,,
201533089349301428,IRS990,Part VI Section A Line 8b,Minutes of committees?,true,part_vi.MntsOfCmmttsInd,/IRS990/MinutesOfCommitteesInd,False,,
201533089349301428,IRS990,Part VI Section A Line 9,Officer mailing address?,false,part_vi.OffcrMlngAddrssInd,/IRS990/OfficerMailingAddressInd,False,,
201533089349301428,IRS990,Part VI Section B Line 10a,Local chapters?,false,part_vi.LclChptrsInd,/IRS990/LocalChaptersInd,False,,
201533089349301428,IRS990,Part VI Section B Line 11,Form 990 provided to governing body?,true,part_vi.Frm990PrvddTGvrnBdyInd,/IRS990/Form990ProvidedToGvrnBodyInd,False,,
201533089349301428,IRS990,Part VI Section B Line 12a,Conflict of interest policy?,true,part_vi.CnflctOfIntrstPlcyInd,/IRS990/ConflictOfInterestPolicyInd,False,,
201533089349301428,IRS990,Part VI Section B Line 12b,Annual disclosure by covered persons?,true,part_vi.AnnlDsclsrCvrdPrsnInd,/IRS990/AnnualDisclosureCoveredPrsnInd,False,,
201533089349301428,IRS990,Part VI Section B Line 12c,Regular monitoring and enforcement?,true,part_vi.RglrMntrngEnfrcInd,/IRS990/RegularMonitoringEnfrcInd,False,,
